0;0;0;0;land;false;unknown;0
1;187;10;1;land;true;plains;1
2;216;56;1;land;true;plains;1
3;230;25;1;land;true;plains;1
4;192;4;1;land;false;plains;1
5;239;55;1;land;false;plains;1
6;166;31;1;land;false;plains;1
7;194;37;1;land;false;plains;1
8;199;16;1;land;false;plains;1
9;203;37;1;land;false;plains;1
10;202;16;1;land;true;plains;1
11;235;40;1;land;false;plains;1
12;217;40;1;land;false;forest;1
13;169;31;1;land;false;plains;1
14;219;57;1;land;true;plains;1
15;200;39;1;land;false;plains;1
16;200;16;1;land;false;plains;1
17;184;40;1;land;false;plains;1
18;214;20;1;land;false;plains;1
19;186;54;1;land;true;plains;1
20;181;45;1;land;false;plains;1
21;194;18;1;land;false;plains;1
22;192;0;1;land;false;plains;1
23;177;16;1;land;false;forest;1
24;224;3;1;land;false;plains;1
25;36;241;1;land;false;plains;1
26;27;195;1;land;false;forest;1
27;76;234;1;land;false;plains;1
28;21;237;1;land;false;forest;1
29;54;240;1;land;false;forest;1
30;28;249;1;land;false;forest;1
31;43;209;1;land;false;forest;1
32;44;237;1;land;false;plains;1
33;37;214;1;land;false;plains;1
34;28;194;1;land;false;forest;1
35;91;244;1;land;false;plains;1
36;75;253;1;land;false;forest;1
37;29;247;1;land;false;forest;1
38;21;242;1;land;false;forest;1
39;49;236;1;land;false;plains;1
40;86;251;1;land;false;forest;1
41;78;211;1;land;false;forest;1
42;78;245;1;land;false;forest;1
43;94;169;1;land;false;plains;1
44;105;115;1;land;false;plains;1
45;97;118;1;land;false;plains;1
46;113;160;1;land;false;hills;1
47;67;118;1;land;false;plains;1
48;87;121;1;land;false;hills;1
49;115;141;1;land;false;hills;1
50;105;178;1;land;false;plains;1
51;44;122;1;land;false;plains;1
52;104;125;1;land;false;hills;1
53;68;132;1;land;false;plains;1
54;45;110;1;land;false;hills;1
55;114;158;1;land;false;plains;1
56;72;117;1;land;false;hills;1
57;60;152;1;land;false;plains;1
58;41;138;1;land;false;plains;1
59;73;117;1;land;false;hills;1
60;53;178;1;land;false;plains;1
61;45;113;1;land;false;hills;1
62;44;153;1;land;false;plains;1
63;87;142;1;land;false;plains;1
64;116;131;1;land;false;hills;1
65;42;125;1;land;true;plains;1
66;37;139;1;land;false;hills;3
67;0;138;1;land;true;plains;1
68;77;143;1;land;true;plains;1
69;41;123;1;land;true;plains;1
70;9;155;1;land;true;plains;1
71;85;228;1;land;false;forest;1
72;75;225;1;land;false;forest;1
73;77;244;1;land;false;plains;1
74;80;197;1;land;true;plains;1
75;39;231;1;land;false;forest;1
76;51;253;1;land;false;forest;1
77;93;190;1;land;true;plains;1
78;63;224;1;land;false;forest;1
79;103;225;1;land;false;forest;1
80;58;187;1;land;false;forest;1
81;52;193;1;land;false;forest;1
82;42;212;1;land;false;plains;1
83;91;228;1;land;false;forest;1
84;100;224;1;land;false;forest;1
85;32;235;1;land;false;plains;1
86;73;233;1;land;false;forest;1
87;62;246;1;land;false;plains;1
88;34;195;1;land;false;forest;1
89;93;250;1;land;false;plains;1
90;61;200;1;land;false;forest;1
91;35;195;1;land;false;forest;1
92;26;221;1;land;true;plains;1
93;41;186;1;land;false;plains;1
94;59;242;1;land;true;plains;1
95;99;241;1;land;false;forest;1
96;66;188;1;land;false;plains;1
97;41;206;1;land;false;forest;1
98;79;238;1;land;true;plains;1
99;50;196;1;land;false;forest;1
100;44;252;1;land;false;plains;1
101;64;245;1;land;false;forest;1
102;44;253;1;land;false;plains;1
103;53;185;1;land;false;forest;1
104;70;191;1;land;false;forest;1
105;34;209;1;land;false;forest;1
106;27;201;1;land;false;forest;1
107;103;249;1;land;false;forest;1
108;45;241;1;land;false;forest;1
109;81;192;1;land;false;forest;1
110;65;198;1;land;false;forest;1
111;88;213;1;land;false;plains;1
112;84;238;1;land;false;forest;1
113;99;199;1;land;false;forest;1
114;66;216;1;land;true;plains;1
115;70;239;1;land;false;plains;1
116;87;226;1;land;true;plains;1
117;52;186;1;land;false;forest;1
118;49;200;1;land;false;forest;1
119;90;246;1;land;false;forest;1
120;67;213;1;land;true;plains;1
121;102;185;1;land;false;forest;1
122;74;182;1;land;false;forest;1
123;45;207;1;land;false;plains;1
124;79;249;1;land;false;forest;1
125;204;113;1;land;false;forest;1
126;192;110;1;land;false;forest;1
127;170;76;1;land;false;forest;1
128;208;114;1;land;false;forest;1
129;148;75;1;land;false;forest;1
130;163;59;1;land;false;forest;1
131;189;117;1;land;false;forest;1
132;189;119;1;land;false;forest;1
133;138;69;1;land;false;forest;1
134;147;69;1;land;false;forest;1
135;122;97;1;land;false;forest;1
136;152;95;1;land;false;forest;1
137;129;97;1;land;false;forest;1
138;134;51;1;land;false;plains;1
139;111;76;1;land;false;plains;1
140;139;81;1;land;false;plains;1
141;166;87;1;land;false;forest;1
142;113;89;1;land;false;plains;1
143;140;77;1;land;false;forest;1
144;144;79;1;land;false;plains;1
145;159;93;1;land;false;plains;1
146;132;91;1;land;false;plains;1
147;110;52;1;land;false;plains;1
148;98;80;1;land;false;forest;1
149;104;104;1;land;false;plains;1
150;156;44;1;land;false;plains;1
151;103;67;1;land;false;forest;1
152;145;49;1;land;false;plains;1
153;128;90;1;land;false;forest;1
154;166;76;1;land;false;forest;1
155;163;43;1;land;false;plains;1
156;129;68;1;land;false;forest;1
157;128;74;1;land;false;forest;1
158;162;95;1;land;false;forest;1
159;165;85;1;land;false;plains;1
160;128;115;1;land;false;hills;1
161;134;115;1;land;false;hills;1
162;149;76;1;land;false;mountain;1
163;168;40;1;land;false;hills;1
164;166;88;1;land;false;hills;1
165;143;91;1;land;false;hills;1
166;138;58;1;land;false;hills;1
167;173;110;1;land;false;hills;1
168;144;75;1;land;false;mountain;1
169;129;100;1;land;false;hills;1
170;129;39;1;land;false;mountain;1
171;142;85;1;land;false;hills;1
172;151;70;1;land;false;hills;1
173;175;94;1;land;false;hills;1
174;177;51;1;land;true;plains;1
175;118;103;1;land;false;plains;1
176;166;68;1;land;false;hills;1
177;128;100;1;land;false;hills;1
178;160;49;1;land;false;hills;1
179;136;85;1;land;false;hills;1
180;154;88;1;land;false;hills;1
181;177;43;1;land;false;hills;1
182;112;97;1;land;false;hills;1
183;175;63;1;land;false;hills;1
184;142;36;1;land;false;hills;1
185;152;103;1;land;true;plains;1
186;134;57;1;land;false;hills;1
187;172;109;1;land;false;hills;1
188;143;93;1;land;false;hills;1
189;139;70;1;land;false;hills;1
190;116;110;1;land;false;hills;1
191;159;78;1;land;true;plains;1
192;128;98;1;land;false;hills;1
193;119;58;1;land;false;hills;1
194;137;98;1;land;false;hills;1
195;160;99;1;land;false;hills;1
196;139;41;1;land;false;hills;1
197;134;65;1;land;false;hills;1
198;114;62;1;land;false;hills;1
199;141;45;1;land;false;hills;1
200;122;94;1;land;false;hills;1
201;171;39;1;land;false;hills;1
202;120;97;1;land;false;hills;1
203;157;38;1;land;false;hills;1
204;104;68;1;land;false;hills;1
205;158;70;1;land;false;mountain;1
206;106;46;1;land;false;mountain;1
207;176;66;1;land;false;hills;1
208;99;73;1;land;false;hills;1
209;159;60;1;land;false;hills;1
210;104;88;1;land;false;hills;1
211;152;52;1;land;true;plains;1
212;143;81;1;land;false;mountain;1
213;171;105;1;land;false;hills;1
214;146;80;1;land;false;hills;1
215;145;43;1;land;false;mountain;1
216;107;83;1;land;false;hills;1
217;122;113;1;land;false;mountain;1
218;146;47;1;land;false;mountain;1
219;127;86;1;land;false;hills;1
220;121;66;1;land;false;hills;1
221;153;109;1;land;false;hills;1
222;139;49;1;land;false;hills;1
223;158;81;1;land;true;plains;1
224;162;110;1;land;false;hills;1
225;158;48;1;land;false;hills;1
226;109;100;1;land;false;hills;1
227;160;67;1;land;false;hills;1
228;112;73;1;land;false;hills;1
229;149;51;1;land;false;mountain;1
230;170;39;1;land;false;hills;1
231;98;90;1;land;false;hills;1
232;164;38;1;land;false;hills;1
233;208;170;1;land;false;plains;1
234;222;215;1;land;false;forest;1
235;225;211;1;land;true;plains;1
236;206;164;1;land;false;plains;1
237;221;214;1;land;false;plains;1
238;239;221;1;land;false;plains;1
239;225;226;1;land;true;plains;1
240;244;191;1;land;false;forest;1
241;214;205;1;land;false;forest;1
242;245;174;1;land;false;plains;1
243;212;191;1;land;true;plains;1
244;208;193;1;land;true;plains;1
245;238;215;1;land;false;plains;1
246;238;197;1;land;false;plains;1
247;218;198;1;land;false;plains;1
248;221;186;1;land;false;hills;3
249;220;203;1;land;true;plains;1
250;232;191;1;land;false;plains;1
251;228;183;1;land;false;plains;1
252;247;206;1;land;true;plains;1
253;211;226;1;land;false;plains;1
254;227;173;1;land;true;plains;1
255;236;193;1;land;false;plains;1
256;235;173;1;land;true;plains;1
257;254;168;1;land;false;plains;1
258;248;220;1;land;false;plains;1
259;41;9;1;land;false;forest;1
260;23;69;1;land;false;plains;1
261;30;75;1;land;false;forest;1
262;60;23;1;land;false;hills;1
263;37;36;1;land;false;forest;1
264;24;41;1;land;false;plains;1
265;52;30;1;land;false;plains;1
266;44;67;1;land;false;plains;1
267;82;35;1;land;false;plains;1
268;66;75;1;land;false;plains;1
269;74;69;1;land;false;forest;1
270;22;66;1;land;false;plains;1
271;89;13;1;land;false;forest;1
272;74;13;1;land;false;forest;1
273;77;41;1;land;false;forest;1
274;38;16;1;land;false;plains;1
275;17;71;1;land;false;plains;1
276;37;11;1;land;false;forest;1
277;44;44;1;land;false;plains;1
278;38;30;1;land;false;forest;1
279;44;34;1;land;false;plains;1
280;91;74;1;land;false;plains;1
281;65;63;1;land;false;hills;1
282;48;20;1;land;false;plains;1
283;16;26;1;land;false;plains;1
284;92;26;1;land;false;plains;1
285;92;8;1;land;false;forest;1
286;94;59;1;land;false;forest;1
287;53;18;1;land;false;forest;1
288;39;33;1;land;false;plains;1
289;22;56;1;land;false;plains;1
290;66;50;1;land;false;plains;1
291;62;83;1;land;false;forest;1
292;20;20;1;land;false;forest;1
293;93;60;1;land;false;forest;1
294;81;55;1;land;false;plains;1
295;59;84;1;land;false;plains;1
296;83;49;1;land;false;plains;1
297;34;32;1;land;false;plains;1
298;95;41;1;land;false;forest;1
299;71;78;1;land;false;forest;1
300;100;78;1;land;false;forest;1
301;132;90;1;land;false;forest;1
302;97;100;1;land;false;forest;1
303;59;80;1;land;false;forest;1
304;88;47;1;land;false;forest;1
305;103;23;1;land;false;forest;1
306;68;42;1;land;false;forest;1
307;135;44;1;land;false;forest;1
308;70;61;1;land;false;forest;1
309;78;29;1;land;false;forest;1
310;72;100;1;land;false;plains;1
311;64;34;1;land;false;forest;1
312;93;62;1;land;false;forest;1
313;108;33;1;land;false;forest;1
314;102;36;1;land;false;forest;1
315;88;83;1;land;false;forest;1
316;100;67;1;land;false;forest;1
317;131;78;1;land;false;forest;1
318;98;82;1;land;false;forest;1
319;91;79;1;land;false;plains;1
320;91;63;1;land;false;forest;1
321;118;30;1;land;false;forest;1
322;91;99;1;land;false;forest;1
323;87;34;1;land;false;forest;1
324;77;63;1;land;false;forest;1
325;83;71;1;land;false;forest;1
326;125;73;1;land;false;forest;1
327;134;30;1;land;false;forest;1
328;110;39;1;land;false;forest;1
329;133;67;1;land;false;plains;1
330;122;45;1;land;false;forest;1
331;58;80;1;land;false;forest;1
332;89;62;1;land;false;forest;1
333;63;43;1;land;false;forest;1
334;66;91;1;land;false;forest;1
335;92;74;1;land;false;forest;1
336;119;25;1;land;false;forest;1
337;57;67;1;land;false;forest;1
338;67;59;1;land;false;forest;1
339;111;71;1;land;false;forest;1
340;135;35;1;land;false;forest;1
341;131;35;1;land;false;forest;1
342;130;98;1;land;false;forest;1
343;62;71;1;land;false;forest;1
344;131;23;1;land;false;forest;1
345;99;27;1;land;false;forest;1
346;99;59;1;land;false;forest;1
347;135;36;1;land;false;forest;1
348;83;99;1;land;false;forest;1
349;107;57;1;land;false;forest;1
350;135;55;1;land;false;plains;1
351;128;66;1;land;false;forest;1
352;66;38;1;land;false;plains;1
353;128;31;1;land;false;forest;1
354;84;68;1;land;false;forest;1
355;89;83;1;land;false;forest;1
356;99;44;1;land;false;forest;1
357;62;79;1;land;false;forest;1
358;62;93;1;land;false;forest;1
359;135;82;1;land;false;forest;1
360;135;93;1;land;false;forest;1
361;85;80;1;land;false;forest;1
362;74;43;1;land;false;forest;1
363;82;50;1;land;false;forest;1
364;55;41;1;land;false;hills;1
365;63;58;1;land;false;plains;1
366;63;70;1;land;true;plains;1
367;97;53;1;land;false;plains;1
368;53;96;1;land;false;forest;1
369;72;41;1;land;false;plains;1
370;124;26;1;land;false;hills;1
371;59;43;1;land;true;plains;1
372;70;18;1;land;true;plains;1
373;80;71;1;land;false;forest;1
374;57;92;1;land;false;plains;1
375;93;72;1;land;false;plains;1
376;64;68;1;land;false;plains;1
377;102;29;1;land;true;plains;1
378;93;24;1;land;false;plains;1
379;93;91;1;land;true;plains;1
380;97;227;63;land;false;urban;6
381;59;83;1;land;false;urban;6
382;86;18;1;land;false;forest;1
383;106;48;1;land;false;forest;1
384;67;83;1;land;false;forest;1
385;115;76;1;land;true;plains;1
386;58;64;1;land;false;plains;1
387;90;84;1;land;false;plains;1
388;109;81;1;land;false;hills;1
389;59;78;1;land;true;plains;1
390;108;78;1;land;false;plains;1
391;64;40;1;land;true;plains;1
392;83;43;1;land;false;forest;1
393;109;74;1;land;false;forest;1
394;70;27;1;land;false;plains;1
395;110;38;1;land;false;forest;1
396;106;51;1;land;true;plains;1
397;99;32;1;land;true;plains;1
398;60;66;1;land;false;plains;1
399;68;18;1;land;true;plains;1
400;99;54;1;land;true;plains;1
401;61;83;1;land;false;plains;1
402;64;48;1;land;true;plains;1
403;65;43;1;land;false;forest;1
404;66;29;1;land;false;plains;1
405;88;80;1;land;false;forest;1
406;112;20;1;land;true;plains;1
407;71;90;1;land;true;plains;1
408;79;69;1;land;false;plains;1
409;80;96;1;land;false;hills;1
410;123;92;1;land;true;plains;1
411;97;77;1;land;true;plains;1
412;79;78;1;land;false;plains;1
413;113;93;1;land;false;plains;1
414;46;70;1;land;false;plains;1
415;95;39;1;land;false;plains;1
416;92;73;1;land;true;plains;1
417;84;25;1;land;false;plains;1
418;113;33;1;land;false;plains;1
419;73;52;1;land;false;plains;1
420;118;80;1;land;false;forest;1
421;103;42;1;land;true;plains;1
422;61;37;1;land;false;plains;1
423;119;227;1;land;false;plains;1
424;101;205;1;land;false;plains;1
425;65;240;1;land;false;plains;1
426;105;200;1;land;false;plains;1
427;120;243;1;land;false;plains;1
428;70;252;1;land;false;plains;1
429;75;247;1;land;false;plains;1
430;72;214;1;land;false;plains;1
431;56;247;1;land;false;hills;1
432;91;236;1;land;false;plains;1
433;95;214;1;land;false;plains;1
434;112;224;1;land;false;plains;1
435;126;224;1;land;false;plains;1
436;108;213;1;land;false;plains;1
437;124;240;1;land;false;hills;1
438;115;201;1;land;false;plains;1
439;110;212;1;land;false;plains;1
440;111;203;1;land;false;plains;1
441;119;229;1;land;false;plains;1
442;62;221;1;land;false;plains;1
443;72;216;1;land;false;plains;1
444;105;247;1;land;false;plains;1
445;67;238;1;land;false;hills;1
446;98;222;1;land;false;plains;1
447;99;239;1;land;false;plains;1
448;49;139;1;land;false;forest;1
449;67;175;1;land;false;forest;1
450;86;162;1;land;false;forest;1
451;100;163;1;land;false;forest;1
452;50;130;1;land;false;forest;1
453;102;136;1;land;false;forest;1
454;68;161;1;land;false;forest;1
455;48;158;1;land;false;forest;1
456;38;161;1;land;false;forest;1
457;83;172;1;land;false;forest;1
458;44;164;1;land;false;forest;1
459;103;172;1;land;false;forest;1
460;54;134;1;land;false;forest;1
461;102;100;1;land;false;forest;1
462;84;152;1;land;false;forest;1
463;88;149;1;land;false;forest;1
464;106;135;1;land;false;forest;1
465;114;124;1;land;false;forest;1
466;112;145;1;land;false;forest;1
467;100;113;1;land;false;forest;1
468;81;107;1;land;false;forest;1
469;50;136;1;land;false;forest;1
470;94;146;1;land;false;forest;1
471;67;149;1;land;false;forest;1
472;96;100;1;land;false;forest;1
473;55;120;1;land;false;forest;1
474;92;109;1;land;false;forest;1
475;98;174;1;land;false;forest;1
476;68;112;1;land;false;forest;1
477;106;148;1;land;false;forest;1
478;113;159;1;land;false;forest;1
479;37;115;1;land;false;forest;1
480;113;102;1;land;false;forest;1
481;113;107;1;land;false;forest;1
482;59;152;1;land;false;forest;1
483;87;152;1;land;false;forest;1
484;49;165;1;land;false;forest;1
485;109;129;1;land;false;forest;1
486;47;168;1;land;false;forest;1
487;99;100;1;land;false;forest;1
488;90;125;1;land;false;forest;1
489;122;162;1;land;false;plains;1
490;136;180;1;land;false;plains;1
491;141;180;1;land;false;plains;1
492;84;143;1;land;false;forest;1
493;147;174;1;land;false;forest;1
494;135;170;1;land;false;plains;1
495;101;113;1;land;false;forest;1
496;118;121;1;land;false;plains;1
497;94;142;1;land;false;plains;1
498;77;134;1;land;false;forest;1
499;105;148;1;land;false;plains;1
500;91;169;1;land;false;plains;1
501;155;124;1;land;false;forest;1
502;99;162;1;land;false;plains;1
503;136;164;1;land;false;plains;1
504;85;153;1;land;false;plains;1
505;90;134;1;land;false;plains;1
506;82;128;1;land;false;plains;1
507;109;171;1;land;false;forest;1
508;246;123;1;land;false;plains;1
509;216;86;1;land;false;plains;1
510;221;79;1;land;false;hills;1
511;226;78;1;land;false;plains;1
512;224;130;1;land;false;plains;1
513;230;81;1;land;false;hills;1
514;235;84;1;land;false;hills;1
515;240;114;1;land;false;hills;1
516;220;142;1;land;false;hills;1
517;229;91;1;land;false;plains;1
518;238;124;1;land;false;hills;1
519;238;145;1;land;false;hills;1
520;232;151;1;land;false;hills;1
521;247;75;1;land;false;plains;1
522;232;94;1;land;false;hills;1
523;249;87;1;land;false;hills;1
524;254;77;1;land;false;plains;1
525;244;100;1;land;false;plains;1
526;241;143;1;land;false;plains;1
527;219;121;1;land;false;hills;1
528;245;78;1;land;false;hills;1
529;236;88;1;land;false;hills;1
530;237;77;1;land;false;plains;1
531;209;135;1;land;false;hills;1
532;229;89;1;land;false;hills;1
533;244;135;1;land;false;hills;1
534;241;150;1;land;false;plains;1
535;217;125;1;land;false;plains;1
536;233;105;1;land;false;hills;1
537;225;103;1;land;false;plains;1
538;69;147;1;land;true;plains;1
539;43;155;1;land;true;plains;1
540;12;106;1;land;true;plains;1
541;67;90;1;land;true;plains;1
542;56;87;1;land;true;plains;1
543;65;154;1;land;false;hills;1
544;2;97;1;land;true;plains;1
545;15;120;1;land;true;plains;1
546;57;97;1;land;true;plains;1
547;62;86;1;land;true;plains;1
548;12;89;1;land;false;hills;1
