1;2136;9.900000;435;small
2;2648;9.900000;11;small
3;50;9.900000;3;small
4;4672;9.900000;137;small
5;4060;9.900000;12;small
6;5411;9.900000;1;small
7;3339;9.900000;13;small
8;5198;9.900000;0;small
9;1927;9.900000;1;small
10;2898;9.900000;134;small
11;4484;9.900000;0;small
12;2317;9.900000;93;small
13;2537;9.900000;203;small
14;1823;9.900000;219;small
15;3229;9.900000;236;small
16;5182;9.900000;280;small
17;2968;9.900000;225;small
18;2446;9.900000;264;small
19;1864;9.900000;312;small
20;2127;9.900000;273;small
21;3892;9.900000;359;small
22;3568;9.900000;350;small
23;2630;9.900000;301;small
24;4167;9.900000;423;small
25;5123;9.900000;380;small
26;3364;9.900000;421;small
27;2317;9.900000;529;small
28;2952;9.900000;523;small
29;5180;9.900000;451;small
30;3881;9.900000;452;small
31;2579;9.900000;520;small
32;3435;9.900000;560;small
33;3236;9.900000;611;small
34;4005;9.900000;509;small
35;2672;9.900000;665;small
36;3006;9.900000;677;small
37;3632;9.900000;768;small
38;3389;9.900000;732;small
39;4872;9.900000;770;small
40;4845;9.900000;789;small
41;4001;9.900000;689;small
42;2249;9.900000;807;small
43;2250;9.900000;763;small
44;2559;9.900000;954;small
45;4750;9.900000;907;small
46;4965;9.900000;911;small
47;5211;9.900000;1060;small
48;4644;9.900000;941;small
49;1036;9.900000;1025;small
50;2399;9.900000;1029;small
51;2108;9.900000;962;small
52;1197;9.900000;1015;small
53;4636;9.900000;1083;small
54;2962;9.900000;1099;small
55;2613;9.900000;944;small
56;692;9.900000;1115;small
57;482;9.900000;1185;small
58;4184;9.900000;1143;small
59;1536;9.900000;1134;small
60;5011;9.900000;1149;small
61;5372;9.900000;1019;small
62;4554;9.900000;1096;small
63;1719;9.900000;1249;small
64;2529;9.900000;1189;small
65;4157;9.900000;1211;small
66;1194;9.900000;1358;small
67;878;9.900000;1366;small
68;4781;9.900000;1288;small
69;5236;9.900000;1373;small
70;2914;9.900000;1203;small
71;1591;9.900000;1364;small
72;532;9.900000;1248;small
73;5468;9.900000;1402;small
74;4433;9.900000;1467;small
75;5134;9.900000;1368;small
76;665;9.900000;1447;small
77;1810;9.900000;1386;small
78;4166;9.900000;1234;small
79;4745;9.900000;1415;small
80;1382;9.900000;1453;small
81;1185;9.900000;1507;small
82;340;9.900000;1476;small
83;574;9.900000;1475;small
84;4571;9.900000;1592;small
85;1805;9.900000;1596;small
86;5354;9.900000;1453;small
87;4341;9.900000;1679;small
88;1557;9.900000;1495;small
89;1209;9.900000;1688;small
90;4779;9.900000;1627;small
91;4945;9.900000;1660;small
92;900;9.900000;1700;small
93;4182;9.900000;1616;small
94;2067;9.900000;1726;small
95;463;9.900000;1886;small
96;1806;9.900000;1622;small
97;281;9.900000;1686;small
98;4532;9.900000;1764;small
99;5236;9.900000;1714;small
100;1267;9.900000;1782;small
101;1068;9.900000;1852;small
102;1804;9.900000;1802;small
103;4766;9.900000;1875;small
104;4548;9.900000;1795;small
105;4942;9.900000;1776;small
106;1433;9.900000;1833;small
107;959;9.900000;1900;small
108;1626;9.900000;1848;small
109;3871;9.900000;97;small
110;3233;9.900000;64;small
111;1978;9.900000;180;small
112;1245;9.900000;281;small
113;415;9.900000;128;small
114;3412;9.900000;64;small
115;4199;9.900000;121;small
116;126;9.900000;98;small
117;5623;9.900000;314;small
118;883;9.900000;257;small
119;1640;9.900000;98;small
120;4830;9.900000;102;small
121;4433;9.900000;965;small
122;1199;9.900000;378;small
123;428;9.900000;671;small
124;2513;9.900000;611;small
125;5598;9.900000;931;small
126;1965;9.900000;478;small
127;1242;9.900000;498;small
128;2837;9.900000;664;small
129;4895;9.900000;655;small
130;3958;9.900000;749;small
131;437;9.900000;1087;small
132;286;9.900000;807;small
133;1344;9.900000;892;small
134;4064;9.900000;871;small
135;1431;9.900000;963;small
136;3412;9.900000;1200;small
137;5317;9.900000;946;small
138;316;9.900000;1016;small
139;5544;9.900000;977;small
140;1859;9.900000;1279;small
141;3889;9.900000;1215;small
142;3960;9.900000;1313;small
143;3179;9.900000;1456;small
144;2730;9.900000;1499;small
145;2067;9.900000;1612;small
146;12;9.900000;1358;small
147;5532;9.900000;1395;small
148;3997;9.900000;1521;small
149;3310;9.900000;1658;small
150;4834;9.900000;1670;small
151;3162;9.900000;1900;small
152;183;9.900000;2021;small
153;2281;9.900000;1641;small
154;2647;9.900000;1718;small
155;914;9.900000;2033;small
156;1890;9.900000;1628;small
157;5037;9.900000;2042;small
158;1342;9.900000;2043;small
159;4675;9.900000;2033;small
160;3834;9.900000;1932;small
161;477;9.900000;1907;small
